'Fp1','Fp2','F3','F7','F4','F8','T7','T8','Fp1','Fp2','F3','F7','F4','F8','T7','T8','Fp1','Fp2','F3','F7','F4','F8','T7','T8','Fp1','Fp2','F3','F7','F4','F8','T7','T8','Fp1','Fp2','F3','F7','F4','F8','T7','T8','Event'
0.07,0.08,1.05,1.06,0.29,0.2,0,0.71,0.17,0.26,1.25,2.27,0.57,0.51,0,1.25,0.35,0.35,1.89,2.67,1.29,0.66,0,1.83,0.68,0.8,12.33,10.49,5.93,3.39,0,8.08,2.77,1.58,121.02,93.5,34.18,23.4,0,67.37,0
0.07,0.09,1.1,1.1,0.3,0.21,0,0.75,0.17,0.26,1.29,2.23,0.55,0.49,0,1.29,0.35,0.36,1.78,2.7,1.29,0.67,0,1.85,0.69,0.83,12.95,10.38,6.06,3.52,0,7.86,2.95,1.7,129.31,99.89,36.51,25.01,0,71.98,0
0.08,0.08,1.02,1.1,0.3,0.21,0,0.71,0.18,0.26,1.23,2.18,0.57,0.5,0,1.26,0.35,0.37,1.8,2.64,1.32,0.69,0,1.83,0.7,0.86,13.48,10.77,6.19,3.63,0,7.7,3.12,1.81,136.93,105.77,38.66,26.49,0,76.22,0
0.08,0.09,0.97,1.03,0.3,0.21,0,0.68,0.18,0.26,1.19,2.23,0.57,0.5,0,1.21,0.36,0.38,1.86,2.52,1.36,0.69,0,1.78,0.7,0.88,13.92,11.23,6.31,3.72,0,7.85,3.27,1.91,143.82,111.07,40.62,27.83,0,80.04,0
0.08,0.09,0.95,1.02,0.3,0.22,0,0.65,0.18,0.26,1.16,2.24,0.58,0.51,0,1.2,0.36,0.39,1.94,2.55,1.41,0.69,0,1.76,0.71,0.9,14.34,11.68,6.43,3.8,0,7.97,3.41,2,150.05,115.86,42.39,29.05,0,83.5,0
0.08,0.09,0.9,1.01,0.29,0.22,0,0.64,0.18,0.27,1.12,2.25,0.58,0.52,0,1.21,0.36,0.41,1.98,2.57,1.45,0.71,0,1.72,0.71,0.92,14.75,12.19,6.59,3.86,0,8.3,3.53,2.08,155.59,120.13,43.96,30.13,0,86.57,0
0.07,0.09,0.85,0.99,0.28,0.22,0,0.61,0.17,0.27,1.09,2.24,0.59,0.52,0,1.21,0.37,0.42,2.02,2.56,1.48,0.71,0,1.71,0.72,0.94,15.17,12.72,6.77,3.93,0,8.65,3.64,2.15,160.54,123.95,45.36,31.1,0,89.33,0
0.08,0.09,0.8,0.94,0.27,0.22,0,0.6,0.17,0.28,1.04,2.16,0.6,0.53,0,1.22,0.37,0.44,2.1,2.54,1.52,0.73,0,1.74,0.72,0.96,15.56,13.21,6.93,3.99,0,8.99,3.73,2.21,164.99,127.37,46.63,31.97,0,91.8,0
0.07,0.09,0.76,0.93,0.26,0.22,0,0.59,0.17,0.28,1.01,2.12,0.61,0.54,0,1.24,0.37,0.45,2.17,2.57,1.55,0.75,0,1.78,0.73,0.98,15.89,13.61,7.08,4.05,0,9.28,3.82,2.27,169.06,130.51,47.78,32.77,0,94.06,0
0.07,0.09,0.73,0.9,0.25,0.22,0,0.59,0.18,0.29,0.97,2.08,0.61,0.55,0,1.24,0.37,0.47,2.21,2.56,1.57,0.76,0,1.81,0.72,0.99,16.22,14,7.22,4.15,0,9.58,3.9,2.32,172.8,133.4,48.84,33.49,0,96.14,0
0.07,0.09,0.69,0.89,0.24,0.22,0,0.59,0.18,0.29,0.96,2,0.62,0.55,0,1.23,0.37,0.48,2.22,2.54,1.59,0.76,0,1.81,0.72,1,16.49,14.29,7.35,4.23,0,9.81,3.97,2.36,176.25,136.06,49.82,34.17,0,98.06,0
0.07,0.09,0.67,0.87,0.24,0.22,0,0.59,0.19,0.29,0.95,1.96,0.63,0.55,0,1.23,0.37,0.49,2.26,2.56,1.6,0.77,0,1.81,0.71,1.01,16.75,14.57,7.47,4.31,0,10.04,4.04,2.41,179.45,138.55,50.73,34.8,0,99.85,0
0.08,0.09,0.64,0.9,0.23,0.22,0,0.6,0.19,0.28,0.94,1.9,0.64,0.56,0,1.21,0.37,0.5,2.31,2.54,1.61,0.78,0,1.81,0.71,1.02,17.01,14.85,7.6,4.39,0,10.27,4.11,2.45,182.41,140.84,51.57,35.38,0,101.51,0
0.08,0.09,0.59,0.88,0.22,0.22,0,0.58,0.19,0.28,0.94,1.77,0.64,0.56,0,1.17,0.37,0.52,2.37,2.44,1.63,0.79,0,1.83,0.72,1.02,17.25,15.1,7.7,4.46,0,10.47,4.16,2.49,185.14,142.95,52.35,35.91,0,103.04,0
0.11,0.09,1.33,1.15,0.59,0.46,0,0.96,0.22,0.28,1.64,1.92,0.98,0.77,0,1.48,0.39,0.54,2.95,2.63,1.89,0.99,0,2.15,0.72,1.02,16.56,14.14,7.37,4.3,0,9.93,4.17,2.52,184.91,142.64,52.39,35.94,0,102.91,0
0.1,0.11,1.71,1.46,0.63,0.5,0,1.16,0.21,0.29,2.01,2.18,1,0.8,0,1.67,0.37,0.56,3.31,2.92,1.83,0.99,0,2.41,0.7,1.01,15.71,13.18,6.89,4.03,0,9.23,4.09,2.52,181.22,139.65,51.37,35.24,0,100.81,0
0.11,0.11,1.73,1.53,0.59,0.48,0,1.19,0.2,0.27,2.03,2.25,0.94,0.76,0,1.71,0.34,0.55,3.17,2.88,1.72,0.93,0,2.28,0.67,0.98,14.61,12.52,6.46,3.79,0,8.75,3.96,2.47,175.23,135,49.65,34.07,0,97.47,0
0.1,0.11,1.66,1.43,0.59,0.47,0,1.11,0.19,0.26,1.97,2.16,0.92,0.74,0,1.66,0.32,0.54,3,2.95,1.64,0.91,0,2.24,0.63,0.94,13.82,12.05,6.09,3.59,0,8.43,3.79,2.39,168.08,129.48,47.63,32.69,0,93.48,0
0.1,0.1,1.56,1.35,0.55,0.44,0,1.05,0.19,0.25,1.89,2.1,0.87,0.7,0,1.6,0.31,0.52,2.85,3.05,1.53,0.86,0,2.24,0.59,0.9,13.05,11.57,5.73,3.42,0,8.1,3.63,2.29,160.88,123.91,45.59,31.28,0,89.45,0
0.09,0.1,1.47,1.29,0.53,0.43,0,0.99,0.18,0.24,1.79,2.05,0.83,0.66,0,1.55,0.29,0.51,2.75,3.18,1.44,0.81,0,2.27,0.56,0.86,12.27,11.03,5.38,3.24,0,7.74,3.48,2.19,154.06,118.67,43.65,29.95,0,85.66,0
0.09,0.1,1.46,1.26,0.52,0.42,0,0.98,0.17,0.22,1.7,1.97,0.79,0.63,0,1.46,0.28,0.5,2.55,3.25,1.36,0.78,0,2.25,0.52,0.81,11.65,10.64,5.08,3.1,0,7.48,3.34,2.09,147.71,113.76,41.84,28.72,0,82.12,0
0.09,0.09,1.49,1.3,0.51,0.41,0,0.98,0.16,0.21,1.71,1.91,0.75,0.6,0,1.42,0.26,0.5,2.56,3.36,1.29,0.74,0,2.31,0.51,0.76,11.14,10.31,4.8,2.97,0,7.25,3.21,2.01,141.83,109.23,40.14,27.56,0,78.84,0
0.08,0.09,1.44,1.25,0.48,0.39,0,0.95,0.16,0.2,1.69,1.94,0.7,0.57,0,1.42,0.24,0.5,2.5,3.43,1.21,0.71,0,2.29,0.51,0.72,10.61,9.97,4.53,2.85,0,7.02,3.08,1.93,136.13,104.86,38.5,26.44,0,75.67,0
0.08,0.08,1.43,1.19,0.49,0.39,0,0.91,0.15,0.19,1.67,1.93,0.69,0.56,0,1.41,0.23,0.49,2.49,3.47,1.18,0.72,0,2.28,0.52,0.68,10.05,9.53,4.29,2.74,0,6.74,2.96,1.85,130.53,100.51,36.91,25.35,0,72.54,0
0.08,0.08,1.48,1.21,0.48,0.38,0,0.9,0.15,0.18,1.74,1.98,0.68,0.55,0,1.45,0.22,0.48,2.36,3.42,1.1,0.69,0,2.22,0.53,0.64,9.58,9.09,4.07,2.66,0,6.5,2.84,1.77,125.09,96.29,35.34,24.28,0,69.52,0
0.07,0.07,1.49,1.24,0.45,0.37,0,0.94,0.15,0.17,1.76,2.11,0.66,0.54,0,1.52,0.21,0.48,2.41,3.61,1.05,0.68,0,2.37,0.52,0.61,9.03,8.64,3.83,2.56,0,6.26,2.72,1.7,119.54,92.02,33.74,23.19,0,66.43,0
0.07,0.07,1.45,1.17,0.46,0.37,0,0.9,0.14,0.16,1.76,2.18,0.67,0.55,0,1.57,0.2,0.48,2.44,3.77,1.05,0.67,0,2.5,0.52,0.58,8.55,8.35,3.62,2.47,0,6.1,2.59,1.65,113.88,87.83,32.14,22.08,0,63.49,0
0.07,0.07,1.45,1.12,0.46,0.36,0,0.85,0.14,0.15,1.79,2.24,0.67,0.53,0,1.59,0.21,0.48,2.4,3.86,1.01,0.66,0,2.55,0.52,0.55,8.22,8.21,3.43,2.39,0,6,2.47,1.59,108.74,84.02,30.6,21.12,0,60.76,0
0.07,0.06,1.44,1.17,0.43,0.35,0,0.87,0.14,0.14,1.73,2.29,0.64,0.5,0,1.56,0.21,0.48,2.3,3.72,0.96,0.64,0,2.53,0.52,0.52,7.89,7.98,3.28,2.33,0,5.87,2.36,1.52,103.48,79.95,29.11,20.1,0,57.83,0
0.07,0.06,1.38,1.12,0.42,0.33,0,0.87,0.14,0.14,1.7,2.37,0.64,0.49,0,1.61,0.21,0.48,2.16,3.64,0.9,0.64,0,2.45,0.52,0.49,7.57,7.73,3.18,2.26,0,5.72,2.23,1.45,97.84,75.6,27.52,19.01,0,54.68,0
0.07,0.06,1.36,1.11,0.42,0.32,0,0.86,0.13,0.13,1.64,2.42,0.63,0.47,0,1.59,0.21,0.48,2.16,3.64,0.89,0.6,0,2.48,0.51,0.46,7.23,7.61,3.07,2.19,0,5.5,2.1,1.37,92.03,71.09,25.91,17.89,0,51.43,0
0.06,0.05,1.31,1.05,0.4,0.31,0,0.8,0.13,0.13,1.57,2.45,0.59,0.45,0,1.59,0.21,0.47,2.09,3.57,0.85,0.6,0,2.4,0.51,0.44,6.85,7.63,2.97,2.1,0,5.21,1.97,1.29,86.25,66.62,24.28,16.77,0,48.21,0
0.06,0.06,1.22,1.02,0.38,0.29,0,0.78,0.12,0.13,1.52,2.51,0.57,0.43,0,1.63,0.21,0.47,1.99,3.41,0.83,0.59,0,2.3,0.51,0.44,6.45,7.59,2.91,1.99,0,5.17,1.84,1.21,80.52,62.19,22.67,15.66,0,45,0
0.06,0.05,1.15,0.98,0.36,0.27,0,0.73,0.12,0.13,1.46,2.56,0.54,0.4,0,1.63,0.22,0.46,1.89,3.3,0.82,0.58,0,2.21,0.5,0.44,6.06,7.47,2.83,1.87,0,5.21,1.71,1.13,74.95,57.89,21.13,14.57,0,41.89,0
0.06,0.05,1.07,0.95,0.34,0.26,0,0.72,0.12,0.13,1.42,2.56,0.53,0.39,0,1.61,0.22,0.46,1.83,3.19,0.8,0.58,0,2.08,0.49,0.43,5.72,7.33,2.74,1.81,0,5.15,1.59,1.06,69.94,53.84,19.72,13.56,0,38.97,0
0.05,0.05,1,0.93,0.32,0.25,0,0.69,0.12,0.14,1.37,2.56,0.51,0.38,0,1.61,0.23,0.45,1.78,3.1,0.78,0.56,0,1.98,0.49,0.43,5.36,7.14,2.64,1.74,0,5.15,1.48,0.98,65.17,50.1,18.38,12.62,0,36.27,0
0.05,0.05,0.94,0.93,0.31,0.23,0,0.68,0.11,0.14,1.33,2.56,0.49,0.36,0,1.62,0.24,0.44,1.72,3.01,0.76,0.55,0,1.9,0.48,0.43,5.02,6.94,2.54,1.67,0,5.3,1.38,0.92,60.65,46.66,17.1,11.75,0,33.8,0
0.05,0.05,0.91,0.93,0.29,0.22,0,0.68,0.11,0.13,1.27,2.47,0.47,0.35,0,1.55,0.24,0.43,1.71,2.98,0.73,0.53,0,1.89,0.48,0.43,4.74,6.67,2.45,1.63,0,5.38,1.28,0.85,56.42,43.47,15.91,10.95,0,31.49,0
0.05,0.05,0.87,0.9,0.28,0.21,0,0.68,0.11,0.13,1.22,2.46,0.46,0.33,0,1.54,0.25,0.42,1.72,2.99,0.71,0.52,0,1.92,0.47,0.43,4.5,6.74,2.36,1.59,0,5.37,1.2,0.8,52.5,40.54,14.81,10.21,0,29.37,0
0.05,0.04,0.81,0.88,0.26,0.2,0,0.66,0.1,0.13,1.17,2.46,0.44,0.33,0,1.54,0.26,0.41,1.69,2.95,0.7,0.51,0,1.9,0.46,0.42,4.35,7.01,2.27,1.56,0,5.3,1.12,0.74,48.92,37.83,13.8,9.53,0,27.4,0
0.05,0.04,0.77,0.83,0.24,0.18,0,0.61,0.1,0.12,1.14,2.43,0.43,0.32,0,1.53,0.26,0.4,1.66,2.88,0.69,0.49,0,1.86,0.47,0.42,4.26,7.24,2.18,1.56,0,5.23,1.04,0.69,45.63,35.28,12.88,8.89,0,25.56,0
0.05,0.04,0.72,0.83,0.23,0.18,0,0.59,0.09,0.13,1.1,2.4,0.42,0.3,0,1.52,0.27,0.4,1.62,2.77,0.66,0.48,0,1.81,0.49,0.41,4.14,7.55,2.08,1.54,0,5.23,0.97,0.65,42.56,32.9,12.01,8.3,0,23.85,0
0.04,0.04,0.68,0.8,0.22,0.16,0,0.56,0.09,0.13,1.07,2.4,0.42,0.3,0,1.51,0.28,0.38,1.6,2.73,0.64,0.47,0,1.79,0.5,0.41,4.06,7.88,1.97,1.53,0,5.49,0.9,0.61,39.67,30.68,11.21,7.74,0,22.25,0
0.04,0.04,0.64,0.77,0.2,0.15,0,0.53,0.09,0.13,1.07,2.41,0.42,0.29,0,1.51,0.29,0.37,1.56,2.74,0.63,0.46,0,1.76,0.51,0.4,3.97,8.18,1.86,1.53,0,5.7,0.84,0.57,36.97,28.59,10.45,7.21,0,20.74,0
0.04,0.04,0.6,0.72,0.19,0.14,0,0.5,0.09,0.13,1.06,2.46,0.41,0.28,0,1.52,0.29,0.36,1.54,2.81,0.62,0.44,0,1.71,0.52,0.39,3.96,8.46,1.77,1.51,0,5.91,0.79,0.53,34.42,26.61,9.73,6.71,0,19.31,0
0.04,0.04,0.57,0.75,0.18,0.14,0,0.52,0.09,0.13,1.06,2.51,0.41,0.28,0,1.54,0.3,0.34,1.52,2.97,0.61,0.43,0,1.64,0.53,0.39,4.01,8.73,1.74,1.51,0,6.11,0.74,0.49,32.08,24.74,9.05,6.25,0,17.96,0
0.04,0.04,0.54,0.73,0.18,0.13,0,0.49,0.08,0.13,1.02,2.46,0.39,0.28,0,1.49,0.3,0.34,1.55,3.14,0.6,0.42,0,1.63,0.54,0.38,4.01,9.02,1.73,1.53,0,6.33,0.69,0.47,29.9,22.99,8.41,5.81,0,16.68,0
0.04,0.04,0.51,0.73,0.17,0.13,0,0.49,0.08,0.12,1,2.45,0.37,0.27,0,1.48,0.3,0.33,1.55,3.27,0.58,0.41,0,1.65,0.54,0.37,4.03,9.3,1.72,1.54,0,6.56,0.65,0.47,27.82,21.34,7.82,5.38,0,15.46,0
0.04,0.04,0.48,0.7,0.16,0.12,0,0.46,0.08,0.12,0.96,2.4,0.35,0.26,0,1.44,0.31,0.32,1.56,3.42,0.57,0.4,0,1.65,0.55,0.36,4.1,9.52,1.74,1.57,0,6.75,0.61,0.46,25.86,19.82,7.27,5.01,0,14.35,0
0.04,0.04,0.45,0.65,0.15,0.12,0,0.43,0.07,0.12,0.93,2.34,0.34,0.25,0,1.39,0.31,0.31,1.55,3.56,0.56,0.39,0,1.63,0.56,0.36,4.19,9.75,1.75,1.59,0,6.95,0.57,0.45,24.05,18.42,6.76,4.66,0,13.37,0
0.04,0.03,0.43,0.64,0.15,0.11,0,0.43,0.07,0.12,0.89,2.28,0.32,0.24,0,1.35,0.31,0.3,1.55,3.67,0.55,0.37,0,1.64,0.57,0.36,4.25,9.91,1.76,1.61,0,7.1,0.54,0.44,22.36,17.09,6.28,4.33,0,12.44,0
0.04,0.03,0.41,0.61,0.14,0.11,0,0.42,0.07,0.12,0.84,2.18,0.3,0.23,0,1.29,0.31,0.3,1.56,3.8,0.55,0.36,0,1.68,0.57,0.36,4.31,10,1.76,1.63,0,7.2,0.51,0.43,20.79,15.88,5.83,4.03,0,11.59,0
0.04,0.03,0.39,0.6,0.14,0.11,0,0.41,0.07,0.12,0.81,2.12,0.29,0.22,0,1.24,0.31,0.29,1.54,3.96,0.54,0.38,0,1.73,0.57,0.36,4.39,10.02,1.75,1.66,0,7.24,0.47,0.42,19.31,14.74,5.42,3.74,0,10.79,0
0.04,0.03,0.37,0.6,0.13,0.11,0,0.4,0.07,0.12,0.79,2.09,0.28,0.21,0,1.21,0.31,0.28,1.5,4.04,0.53,0.39,0,1.77,0.58,0.35,4.43,9.98,1.76,1.68,0,7.24,0.45,0.42,17.95,13.7,5.03,3.48,0,10.06,0
0.04,0.03,0.37,0.61,0.13,0.11,0,0.4,0.07,0.12,0.78,2.04,0.27,0.21,0,1.18,0.3,0.27,1.43,4.04,0.5,0.4,0,1.77,0.57,0.35,4.47,9.91,1.77,1.7,0,7.23,0.42,0.41,16.67,12.74,4.68,3.24,0,9.39,0
0.04,0.03,0.35,0.58,0.12,0.1,0,0.4,0.07,0.11,0.75,1.95,0.26,0.2,0,1.11,0.29,0.27,1.4,4.05,0.47,0.41,0,1.76,0.57,0.35,4.52,9.82,1.77,1.71,0,7.19,0.39,0.41,15.5,11.84,4.34,3.01,0,8.75,0
0.04,0.03,0.33,0.57,0.11,0.11,0,0.4,0.07,0.11,0.73,1.89,0.26,0.19,0,1.06,0.28,0.27,1.36,4.05,0.45,0.41,0,1.77,0.56,0.36,4.55,9.73,1.77,1.71,0,7.12,0.37,0.4,14.42,11.04,4.04,2.81,0,8.18,0
0.04,0.03,0.31,0.55,0.11,0.1,0,0.39,0.07,0.1,0.72,1.82,0.26,0.19,0,1.01,0.27,0.27,1.35,4.03,0.45,0.41,0,1.77,0.56,0.37,4.54,9.59,1.75,1.7,0,7.03,0.36,0.4,13.41,10.26,3.75,2.62,0,7.62,0
0.04,0.04,0.29,0.52,0.11,0.1,0,0.37,0.07,0.1,0.7,1.71,0.26,0.19,0,0.96,0.27,0.27,1.34,3.96,0.44,0.41,0,1.71,0.55,0.37,4.49,9.38,1.71,1.68,0,6.85,0.34,0.4,12.46,9.53,3.48,2.43,0,7.09,0
0.04,0.03,0.29,0.52,0.1,0.1,0,0.35,0.07,0.1,0.69,1.62,0.27,0.2,0,0.91,0.27,0.27,1.32,3.87,0.44,0.41,0,1.67,0.55,0.36,4.44,9.22,1.67,1.66,0,6.72,0.33,0.4,11.6,8.88,3.24,2.26,0,6.62,0
0.05,0.04,0.28,0.51,0.09,0.1,0,0.34,0.07,0.1,0.65,1.53,0.27,0.2,0,0.87,0.27,0.28,1.29,3.78,0.43,0.4,0,1.63,0.54,0.36,4.4,9.1,1.62,1.64,0,6.59,0.32,0.39,10.81,8.28,3.02,2.11,0,6.19,0
0.05,0.04,0.27,0.5,0.09,0.1,0,0.32,0.08,0.1,0.63,1.44,0.27,0.2,0,0.83,0.27,0.28,1.26,3.68,0.42,0.39,0,1.57,0.53,0.36,4.36,8.98,1.59,1.62,0,6.47,0.31,0.39,10.08,7.74,2.81,1.97,0,5.8,0
0.05,0.04,0.26,0.49,0.09,0.1,0,0.31,0.09,0.1,0.6,1.37,0.28,0.21,0,0.82,0.26,0.28,1.24,3.58,0.42,0.39,0,1.52,0.53,0.39,4.29,8.83,1.56,1.6,0,6.36,0.3,0.38,9.43,7.26,2.63,1.84,0,5.5,0
0.05,0.04,0.24,0.5,0.09,0.1,0,0.29,0.09,0.11,0.6,1.39,0.29,0.22,0,0.83,0.24,0.27,1.25,3.51,0.43,0.4,0,1.49,0.53,0.43,4.19,8.68,1.54,1.57,0,6.22,0.29,0.38,8.8,7.16,2.46,1.72,0,5.61,0
0.06,0.04,0.24,0.51,0.09,0.11,0,0.29,0.09,0.11,0.59,1.41,0.3,0.23,0,0.86,0.23,0.26,1.23,3.43,0.42,0.4,0,1.56,0.53,0.47,4.07,8.55,1.53,1.54,0,6.12,0.29,0.38,8.19,7.21,2.29,1.61,0,5.7,0
0.05,0.04,0.23,0.53,0.09,0.11,0,0.29,0.09,0.11,0.59,1.4,0.31,0.24,0,0.86,0.22,0.25,1.24,3.39,0.43,0.41,0,1.62,0.52,0.51,3.95,8.41,1.54,1.5,0,5.98,0.29,0.38,7.64,7.29,2.14,1.5,0,5.79,0
0.05,0.04,0.23,0.53,0.08,0.11,0,0.27,0.08,0.12,0.59,1.43,0.32,0.24,0,0.89,0.21,0.24,1.2,3.28,0.42,0.41,0,1.61,0.51,0.55,3.88,8.14,1.53,1.48,0,5.79,0.3,0.37,7.11,7.33,2,1.4,0,5.86,0
0.05,0.05,0.23,0.58,0.08,0.11,0,0.29,0.08,0.12,0.58,1.42,0.32,0.24,0,0.88,0.21,0.23,1.2,3.2,0.43,0.42,0,1.64,0.5,0.59,3.83,7.84,1.52,1.46,0,5.58,0.3,0.37,6.64,7.32,1.87,1.31,0,5.9,0
0.05,0.05,0.22,0.6,0.09,0.11,0,0.3,0.08,0.12,0.57,1.42,0.32,0.24,0,0.89,0.2,0.23,1.19,3.12,0.44,0.43,0,1.66,0.49,0.63,3.78,7.6,1.5,1.45,0,5.4,0.3,0.37,6.2,7.29,1.75,1.22,0,5.94,0
0.05,0.05,0.23,0.61,0.08,0.11,0,0.3,0.08,0.12,0.56,1.45,0.32,0.23,0,0.89,0.22,0.22,1.2,3.09,0.45,0.44,0,1.68,0.48,0.66,3.72,7.35,1.48,1.43,0,5.24,0.31,0.37,5.8,7.3,1.64,1.14,0,5.99,0
0.05,0.05,0.23,0.69,0.08,0.12,0,0.35,0.08,0.12,0.58,1.47,0.32,0.24,0,0.91,0.23,0.21,1.18,2.99,0.46,0.44,0,1.66,0.48,0.68,3.65,7.04,1.44,1.41,0,5.04,0.31,0.36,5.42,7.25,1.54,1.17,0,5.99,0
0.05,0.04,0.23,0.71,0.08,0.12,0,0.36,0.08,0.12,0.59,1.45,0.32,0.24,0,0.89,0.24,0.21,1.15,2.88,0.46,0.44,0,1.63,0.47,0.7,3.56,6.72,1.4,1.39,0,4.98,0.31,0.36,5.08,7.16,1.53,1.22,0,5.98,0
0.04,0.04,0.22,0.7,0.08,0.12,0,0.36,0.08,0.11,0.59,1.4,0.32,0.24,0,0.86,0.24,0.21,1.12,2.74,0.46,0.44,0,1.58,0.48,0.72,3.5,6.46,1.39,1.37,0,5.04,0.31,0.36,4.76,6.98,1.52,1.25,0,5.91,0
0.04,0.04,0.22,0.71,0.08,0.12,0,0.36,0.08,0.11,0.59,1.33,0.32,0.24,0,0.81,0.25,0.22,1.09,2.63,0.46,0.44,0,1.55,0.49,0.73,3.45,6.4,1.37,1.35,0,5.04,0.31,0.37,4.45,6.79,1.49,1.28,0,5.81,0
0.04,0.04,0.24,0.78,0.09,0.12,0,0.41,0.08,0.11,0.56,1.39,0.31,0.23,0,0.84,0.26,0.23,1.04,2.47,0.46,0.45,0,1.47,0.5,0.74,3.42,6.3,1.39,1.34,0,4.96,0.31,0.36,4.16,6.72,1.48,1.3,0,5.78,0
0.04,0.04,0.24,0.76,0.08,0.12,0,0.4,0.09,0.11,0.56,1.4,0.31,0.23,0,0.84,0.26,0.24,0.99,2.4,0.47,0.47,0,1.4,0.51,0.75,3.35,6.2,1.42,1.34,0,4.82,0.31,0.36,3.89,6.64,1.47,1.32,0,5.76,0
0.04,0.04,0.25,0.79,0.08,0.13,0,0.42,0.09,0.11,0.57,1.37,0.31,0.23,0,0.81,0.28,0.24,0.98,2.35,0.48,0.5,0,1.37,0.52,0.76,3.23,6.09,1.45,1.31,0,4.66,0.31,0.35,3.65,6.49,1.44,1.33,0,5.66,0
0.04,0.04,0.25,0.78,0.08,0.13,0,0.41,0.1,0.11,0.56,1.4,0.31,0.23,0,0.8,0.29,0.25,0.97,2.24,0.48,0.51,0,1.34,0.52,0.76,3.08,6.04,1.47,1.28,0,4.57,0.31,0.34,3.55,6.3,1.42,1.34,0,5.55,0
0.04,0.04,0.24,0.75,0.08,0.13,0,0.4,0.1,0.11,0.52,1.47,0.3,0.22,0,0.83,0.3,0.26,0.94,2.14,0.48,0.51,0,1.34,0.54,0.76,2.98,5.98,1.49,1.25,0,4.45,0.31,0.33,3.55,6.09,1.38,1.35,0,5.42,0
0.04,0.04,0.24,0.75,0.08,0.12,0,0.39,0.1,0.11,0.51,1.47,0.3,0.21,0,0.82,0.3,0.26,0.9,2.02,0.48,0.51,0,1.29,0.57,0.76,3.12,6,1.51,1.23,0,4.43,0.31,0.33,3.58,5.86,1.34,1.37,0,5.28,0
0.04,0.04,0.24,0.78,0.08,0.13,0,0.41,0.11,0.11,0.49,1.49,0.29,0.2,0,0.84,0.31,0.27,0.88,1.97,0.48,0.51,0,1.29,0.6,0.75,3.27,6.19,1.55,1.2,0,4.69,0.3,0.32,3.59,5.6,1.3,1.39,0,5.11,0
0.04,0.04,0.24,0.77,0.08,0.12,0,0.41,0.12,0.11,0.5,1.43,0.29,0.2,0,0.81,0.31,0.28,0.87,1.93,0.47,0.51,0,1.29,0.62,0.74,3.4,6.51,1.58,1.18,0,4.94,0.3,0.31,3.57,5.58,1.27,1.39,0,5.03,0
0.06,0.04,0.65,1.11,0.15,0.19,0,0.66,0.13,0.12,0.89,1.74,0.34,0.26,0,1.07,0.34,0.28,1.24,2.19,0.55,0.54,0,1.46,0.69,0.73,3.69,7.12,1.62,1.18,0,5.26,0.34,0.3,4.86,6.26,1.5,1.43,0,5.35,0
0.06,0.05,0.79,1.25,0.16,0.21,0,0.76,0.13,0.13,0.92,1.85,0.33,0.28,0,1.14,0.37,0.31,1.31,2.16,0.57,0.51,0,1.48,0.75,0.77,4.38,8.08,1.71,1.23,0,5.8,0.35,0.3,8.74,7.21,2.43,1.71,0,5.64,0
0.07,0.06,0.8,1.22,0.19,0.22,0,0.75,0.13,0.13,0.98,1.86,0.36,0.32,0,1.19,0.39,0.34,1.35,2.15,0.63,0.53,0,1.43,0.81,0.82,5.01,8.87,1.83,1.3,0,6.24,0.36,0.3,13.57,10.96,3.77,2.65,0,8.04,0
0.07,0.06,0.81,1.2,0.19,0.21,0,0.73,0.13,0.14,0.99,1.85,0.36,0.33,0,1.2,0.41,0.37,1.49,2.19,0.62,0.54,0,1.44,0.87,0.86,5.46,9.44,1.87,1.32,0,6.51,0.43,0.31,18.63,14.89,5.16,3.61,0,10.85,0
0.08,0.07,0.8,1.18,0.19,0.22,0,0.72,0.12,0.14,0.94,1.79,0.35,0.33,0,1.17,0.42,0.39,1.55,2.16,0.63,0.56,0,1.42,0.92,0.91,5.95,10.03,1.91,1.35,0,6.79,0.53,0.32,23.5,18.67,6.5,4.54,0,13.55,0
0.08,0.07,0.8,1.22,0.19,0.23,0,0.74,0.13,0.14,0.94,1.69,0.32,0.32,0,1.11,0.43,0.41,1.61,2.1,0.65,0.59,0,1.36,0.95,0.97,6.47,10.63,1.96,1.41,0,7.1,0.63,0.35,28.04,22.2,7.74,5.4,0,16.06,0
0.08,0.07,0.84,1.26,0.2,0.24,0,0.76,0.14,0.14,0.99,1.67,0.32,0.32,0,1.13,0.44,0.42,1.77,2.18,0.66,0.6,0,1.39,0.98,1.01,6.96,11.16,2.03,1.48,0,7.4,0.71,0.41,32.3,25.51,8.92,6.21,0,18.41,0
0.09,0.08,0.84,1.28,0.2,0.24,0,0.76,0.15,0.15,1.02,1.67,0.31,0.33,0,1.14,0.45,0.43,1.82,2.2,0.66,0.61,0,1.42,1.01,1.05,7.32,11.59,2.05,1.51,0,7.64,0.8,0.47,36.51,28.77,10.08,7.01,0,20.72,0
0.09,0.08,0.82,1.25,0.2,0.24,0,0.73,0.16,0.16,1.02,1.62,0.31,0.34,0,1.12,0.46,0.45,1.9,2.25,0.65,0.6,0,1.45,1.03,1.08,7.71,12.04,2.08,1.54,0,7.89,0.9,0.52,40.91,32.16,11.27,7.84,0,23.14,0
