'FFT Bands',Delta,Delta,Delta,Delta,Delta,Delta,Delta,Delta,Theta,Theta,Theta,Theta,Theta,Theta,Theta,Theta,Alpha,Alpha,Alpha,Alpha,Alpha,Alpha,Alpha,Alpha,Beta,Beta,Beta,Beta,Beta,Beta,Beta,Beta,Gamma,Gamma,Gamma,Gamma,Gamma,Gamma,Gamma,Gamma,'Event'
'[11:46:44.743 11/09/2023]',0.07,0.06,1.51,0.00,0.34,0.38,1.07,1.11,0.18,0.22,2.72,0.00,0.41,0.68,2.44,2.67,0.45,0.36,7.29,0.00,1.17,1.80,6.22,6.22,0.93,0.92,25.50,0.00,3.95,6.49,20.01,20.54,3.68,1.58,128.04,0.00,26.28,32.13,89.49,94.79,0
'[11:46:44.856 11/09/2023]',0.07,0.06,1.56,0.00,0.32,0.39,1.13,1.15,0.18,0.22,2.89,0.00,0.42,0.72,2.59,2.78,0.45,0.37,7.61,0.00,1.21,1.87,6.53,6.50,0.94,0.93,26.33,0.00,4.03,6.67,20.40,21.09,3.94,1.70,136.78,0.00,28.08,34.32,95.62,101.31,0
'[11:46:44.977 11/09/2023]',0.07,0.06,1.49,0.00,0.31,0.37,1.08,1.07,0.18,0.22,2.94,0.00,0.43,0.72,2.60,2.75,0.45,0.37,7.82,0.00,1.25,1.91,6.75,6.69,0.96,0.93,27.19,0.00,4.13,6.88,20.73,21.70,4.18,1.82,145.05,0.00,29.81,36.40,101.43,107.48,0
'[11:46:45.089 11/09/2023]',0.07,0.06,1.48,0.00,0.32,0.38,1.07,1.03,0.18,0.22,3.06,0.00,0.45,0.75,2.66,2.75,0.45,0.38,7.94,0.00,1.25,1.92,6.90,6.81,0.97,0.94,28.03,0.00,4.22,7.09,21.06,22.35,4.41,1.94,152.75,0.00,31.40,38.34,106.83,113.22,0
'[11:46:45.203 11/09/2023]',0.07,0.06,1.47,0.00,0.31,0.38,1.07,1.01,0.18,0.22,3.07,0.00,0.45,0.75,2.66,2.69,0.45,0.39,8.17,0.00,1.28,1.97,7.14,7.02,0.97,0.94,28.74,0.00,4.26,7.27,21.44,22.91,4.61,2.04,159.76,0.00,32.84,40.10,111.75,118.44,0
'[11:46:45.319 11/09/2023]',0.07,0.06,1.43,0.00,0.29,0.37,1.06,1.01,0.17,0.22,3.07,0.00,0.45,0.76,2.62,2.58,0.45,0.39,8.38,0.00,1.31,2.00,7.38,7.24,0.98,0.95,29.33,0.00,4.32,7.41,21.85,23.36,4.79,2.14,166.01,0.00,34.13,41.66,116.14,123.09,0
'[11:46:45.434 11/09/2023]',0.07,0.06,1.36,0.00,0.28,0.35,1.01,0.97,0.16,0.22,3.08,0.00,0.44,0.76,2.62,2.53,0.46,0.40,8.62,0.00,1.34,2.04,7.61,7.49,0.98,0.95,29.84,0.00,4.36,7.53,22.19,23.74,4.96,2.22,171.59,0.00,35.29,43.07,120.07,127.26,0
'[11:46:45.541 11/09/2023]',0.07,0.06,1.30,0.00,0.26,0.34,0.97,0.91,0.16,0.22,3.10,0.00,0.44,0.76,2.62,2.50,0.47,0.40,8.80,0.00,1.37,2.07,7.82,7.74,0.99,0.95,30.28,0.00,4.40,7.64,22.47,24.06,5.11,2.30,176.58,0.00,36.31,44.32,123.57,130.99,0
'[11:46:45.643 11/09/2023]',0.07,0.06,1.25,0.00,0.25,0.33,0.92,0.85,0.16,0.21,3.14,0.00,0.44,0.77,2.63,2.48,0.48,0.40,8.98,0.00,1.38,2.12,8.02,7.97,0.99,0.94,30.70,0.00,4.46,7.73,22.74,24.37,5.24,2.37,181.07,0.00,37.23,45.44,126.73,134.34,0
'[11:46:45.734 11/09/2023]',0.07,0.06,1.21,0.00,0.24,0.32,0.92,0.84,0.16,0.21,3.17,0.00,0.45,0.78,2.68,2.51,0.49,0.40,9.15,0.00,1.40,2.15,8.19,8.18,0.99,0.94,31.08,0.00,4.51,7.81,22.94,24.72,5.35,2.43,185.12,0.00,38.06,46.45,129.58,137.37,0
'[11:46:45.764 11/09/2023]',0.07,0.06,1.16,0.00,0.23,0.31,0.88,0.79,0.16,0.21,3.20,0.00,0.45,0.79,2.71,2.51,0.49,0.40,9.30,0.00,1.42,2.18,8.37,8.41,0.99,0.95,31.43,0.00,4.55,7.89,23.15,25.16,5.46,2.49,188.84,0.00,38.83,47.38,132.21,140.16,0
'[11:46:45.789 11/09/2023]',0.07,0.06,1.11,0.00,0.22,0.30,0.85,0.75,0.16,0.20,3.23,0.00,0.46,0.79,2.75,2.49,0.50,0.40,9.44,0.00,1.42,2.20,8.52,8.63,1.00,0.96,31.75,0.00,4.58,7.95,23.31,25.54,5.56,2.54,192.29,0.00,39.54,48.25,134.64,142.75,0
'[11:46:45.821 11/09/2023]',0.06,0.06,1.08,0.00,0.21,0.29,0.81,0.71,0.16,0.20,3.25,0.00,0.47,0.79,2.77,2.49,0.51,0.40,9.57,0.00,1.42,2.23,8.67,8.82,1.01,0.97,32.02,0.00,4.60,7.99,23.41,25.83,5.65,2.59,195.48,0.00,40.19,49.05,136.90,145.15,0
'[11:46:45.846 11/09/2023]',0.07,0.06,1.05,0.00,0.21,0.28,0.78,0.68,0.15,0.19,3.27,0.00,0.47,0.80,2.80,2.50,0.52,0.40,9.70,0.00,1.43,2.25,8.79,9.00,1.03,0.97,32.24,0.00,4.61,8.03,23.51,26.01,5.74,2.64,198.43,0.00,40.80,49.78,138.97,147.34,0
'[11:46:45.877 11/09/2023]',0.07,0.06,1.02,0.00,0.20,0.27,0.78,0.68,0.15,0.19,3.27,0.00,0.48,0.79,2.79,2.46,0.53,0.40,9.80,0.00,1.43,2.27,8.85,9.10,1.05,0.97,32.39,0.00,4.63,8.05,23.72,26.08,5.81,2.68,201.14,0.00,41.36,50.46,140.88,149.37,0
'[11:46:45.903 11/09/2023]',0.09,0.06,2.20,0.00,0.26,0.52,1.71,1.67,0.17,0.19,4.30,0.00,0.52,1.01,3.56,3.33,0.52,0.40,10.36,0.00,1.40,2.37,9.17,9.40,1.01,0.97,30.69,0.00,4.35,7.57,22.46,24.69,5.79,2.72,200.67,0.00,41.19,50.31,140.66,149.12,0
'[11:46:45.934 11/09/2023]',0.10,0.08,2.29,0.00,0.35,0.58,1.69,1.68,0.17,0.20,4.31,0.00,0.59,1.04,3.47,3.35,0.49,0.40,9.89,0.00,1.40,2.29,8.67,8.85,0.98,0.94,28.84,0.00,4.16,7.12,21.09,23.02,5.65,2.71,195.88,0.00,40.21,49.10,137.38,145.63,0
'[11:46:45.959 11/09/2023]',0.10,0.09,2.41,0.00,0.39,0.61,1.76,1.79,0.17,0.20,4.28,0.00,0.60,1.03,3.42,3.38,0.49,0.37,9.52,0.00,1.35,2.19,8.37,8.57,0.95,0.90,27.14,0.00,3.97,6.71,20.04,21.52,5.45,2.65,188.80,0.00,38.79,47.32,132.42,140.38,0
'[11:46:45.988 11/09/2023]',0.10,0.08,2.35,0.00,0.37,0.59,1.70,1.74,0.16,0.18,4.03,0.00,0.57,0.98,3.20,3.17,0.48,0.36,8.90,0.00,1.28,2.07,7.81,8.06,0.90,0.88,25.35,0.00,3.72,6.27,18.89,20.04,5.23,2.56,180.87,0.00,37.15,45.33,126.87,134.49,0
'[11:46:46.013 11/09/2023]',0.09,0.08,2.19,0.00,0.35,0.55,1.59,1.65,0.15,0.17,3.79,0.00,0.54,0.91,3.02,3.04,0.47,0.34,8.26,0.00,1.20,1.92,7.30,7.55,0.86,0.85,23.61,0.00,3.49,5.85,17.82,18.82,5.00,2.46,172.92,0.00,35.51,43.33,121.30,128.58,0
'[11:46:46.042 11/09/2023]',0.09,0.08,2.05,0.00,0.32,0.51,1.52,1.57,0.15,0.17,3.57,0.00,0.50,0.86,2.81,2.87,0.46,0.32,7.68,0.00,1.14,1.79,6.77,7.08,0.80,0.82,22.12,0.00,3.27,5.51,16.80,17.90,4.79,2.36,165.48,0.00,33.98,41.47,116.10,123.07,0
'[11:46:46.070 11/09/2023]',0.08,0.07,1.97,0.00,0.30,0.49,1.49,1.54,0.14,0.17,3.40,0.00,0.47,0.82,2.72,2.85,0.44,0.31,7.20,0.00,1.08,1.70,6.38,6.74,0.79,0.77,20.79,0.00,3.11,5.19,15.86,17.10,4.59,2.26,158.60,0.00,32.57,39.74,111.29,117.96,0
'[11:46:46.102 11/09/2023]',0.08,0.07,1.88,0.00,0.31,0.48,1.43,1.49,0.13,0.16,3.25,0.00,0.47,0.79,2.61,2.80,0.43,0.29,6.73,0.00,1.05,1.61,6.02,6.45,0.78,0.74,19.45,0.00,3.01,4.85,15.10,16.27,4.40,2.17,152.09,0.00,31.27,38.11,106.73,113.12,0
'[11:46:46.133 11/09/2023]',0.09,0.07,2.29,0.00,0.45,0.61,1.62,1.72,0.14,0.16,3.69,0.00,0.62,0.94,2.81,3.11,0.43,0.28,6.98,0.00,1.17,1.71,5.92,6.35,0.80,0.71,19.91,0.00,2.98,4.95,15.23,16.45,4.15,2.08,143.19,0.00,29.59,35.89,100.47,106.47,0
'[11:46:46.177 11/09/2023]',0.10,0.07,2.59,0.00,0.49,0.68,1.85,1.97,0.15,0.16,3.70,0.00,0.63,0.95,2.82,3.16,0.41,0.27,6.87,0.00,1.17,1.67,5.76,6.12,0.82,0.69,20.00,0.00,3.10,4.99,15.19,16.45,4.02,1.97,138.85,0.00,29.38,35.13,96.96,102.91,0
'[11:46:46.202 11/09/2023]',0.10,0.08,2.56,0.00,0.48,0.66,1.90,2.03,0.14,0.15,3.60,0.00,0.63,0.91,2.73,3.04,0.40,0.26,7.10,0.00,1.18,1.70,5.79,6.09,0.85,0.68,20.37,0.00,3.21,5.11,15.33,16.64,4.00,1.88,138.23,0.00,29.23,34.97,96.52,102.45,0
'[11:46:46.240 11/09/2023]',0.10,0.08,2.54,0.00,0.51,0.66,1.83,1.94,0.14,0.15,3.42,0.00,0.66,0.90,2.62,2.99,0.38,0.25,7.29,0.00,1.26,1.75,5.73,6.01,0.87,0.67,21.12,0.00,3.42,5.31,15.80,17.17,3.98,1.83,137.69,0.00,29.09,34.82,96.16,102.07,0
'[11:46:46.265 11/09/2023]',0.09,0.07,2.59,0.00,0.49,0.66,1.90,2.05,0.14,0.16,3.36,0.00,0.65,0.90,2.56,2.86,0.36,0.24,7.33,0.00,1.28,1.76,5.64,5.94,0.89,0.66,21.88,0.00,3.59,5.50,16.28,17.71,3.96,1.82,137.03,0.00,28.96,34.65,95.71,101.60,0
'[11:46:46.292 11/09/2023]',0.09,0.07,2.43,0.00,0.47,0.63,1.79,1.93,0.14,0.16,3.30,0.00,0.64,0.90,2.49,2.85,0.35,0.24,7.43,0.00,1.31,1.79,5.65,5.94,0.91,0.64,22.52,0.00,3.75,5.67,16.66,18.14,3.94,1.81,136.15,0.00,28.74,34.42,95.11,100.96,0
'[11:46:46.326 11/09/2023]',0.08,0.07,2.33,0.00,0.45,0.59,1.68,1.81,0.14,0.17,3.25,0.00,0.63,0.88,2.47,2.87,0.33,0.23,7.49,0.00,1.32,1.80,5.69,5.97,0.93,0.63,23.09,0.00,3.88,5.81,16.95,18.48,3.90,1.80,134.72,0.00,28.43,34.05,94.13,99.91,0
'[11:46:46.358 11/09/2023]',0.08,0.07,2.20,0.00,0.43,0.55,1.63,1.75,0.14,0.17,3.24,0.00,0.62,0.85,2.48,2.90,0.32,0.23,7.59,0.00,1.33,1.82,5.78,6.05,0.95,0.62,23.65,0.00,4.01,5.95,17.25,18.82,3.85,1.78,132.85,0.00,28.05,33.58,92.82,98.51,0
'[11:46:46.384 11/09/2023]',0.08,0.07,2.11,0.00,0.41,0.54,1.60,1.72,0.14,0.17,3.14,0.00,0.61,0.85,2.35,2.84,0.31,0.23,7.72,0.00,1.35,1.84,5.86,6.11,0.96,0.61,24.16,0.00,4.10,6.06,17.48,19.09,3.80,1.77,130.93,0.00,27.56,33.01,91.52,97.25,0
'[11:46:46.412 11/09/2023]',0.08,0.07,1.99,0.00,0.39,0.50,1.55,1.69,0.14,0.17,3.16,0.00,0.59,0.84,2.35,2.88,0.31,0.23,7.78,0.00,1.36,1.85,5.84,6.09,0.98,0.60,24.65,0.00,4.20,6.17,17.75,19.38,3.86,1.78,132.79,0.00,27.63,33.48,92.79,98.63,0
'[11:46:46.445 11/09/2023]',0.08,0.07,1.94,0.00,0.39,0.50,1.51,1.62,0.14,0.17,3.09,0.00,0.58,0.83,2.30,2.87,0.31,0.23,7.88,0.00,1.38,1.87,5.88,6.13,0.99,0.60,25.02,0.00,4.29,6.26,17.94,19.58,3.93,1.80,135.17,0.00,28.11,34.09,94.42,100.39,0
'[11:46:46.475 11/09/2023]',0.07,0.07,1.89,0.00,0.37,0.49,1.47,1.58,0.14,0.17,3.11,0.00,0.57,0.83,2.29,2.88,0.31,0.23,7.85,0.00,1.37,1.86,5.89,6.13,1.01,0.59,25.37,0.00,4.38,6.34,18.16,19.83,4.00,1.83,137.87,0.00,28.67,34.78,96.29,102.38,0
'[11:46:46.508 11/09/2023]',0.07,0.07,1.77,0.00,0.35,0.46,1.38,1.48,0.14,0.17,3.10,0.00,0.55,0.82,2.19,2.80,0.30,0.24,7.97,0.00,1.38,1.88,6.03,6.29,1.02,0.59,25.69,0.00,4.46,6.43,18.37,20.04,4.09,1.86,140.81,0.00,29.30,35.53,98.32,104.55,0
'[11:46:46.539 11/09/2023]',0.07,0.07,1.75,0.00,0.34,0.45,1.35,1.45,0.14,0.17,3.10,0.00,0.55,0.83,2.12,2.74,0.30,0.24,8.09,0.00,1.39,1.90,6.18,6.45,1.03,0.58,26.04,0.00,4.53,6.50,18.60,20.28,4.18,1.90,143.95,0.00,29.96,36.32,100.47,106.85,0
'[11:46:46.587 11/09/2023]',0.07,0.07,1.71,0.00,0.33,0.44,1.30,1.39,0.15,0.17,3.13,0.00,0.54,0.84,2.12,2.70,0.29,0.25,8.21,0.00,1.40,1.91,6.30,6.60,1.03,0.58,26.37,0.00,4.60,6.58,18.85,20.54,4.27,1.94,147.09,0.00,30.60,37.12,102.67,109.19,0
'[11:46:46.714 11/09/2023]',0.07,0.07,1.62,0.00,0.31,0.42,1.25,1.31,0.16,0.17,3.09,0.00,0.53,0.84,2.13,2.65,0.28,0.25,8.27,0.00,1.41,1.92,6.37,6.72,1.03,0.57,26.66,0.00,4.67,6.64,19.03,20.69,4.35,1.98,150.02,0.00,31.22,37.86,104.73,111.38,0
'[11:46:46.820 11/09/2023]',0.06,0.07,1.57,0.00,0.30,0.40,1.20,1.23,0.16,0.17,3.08,0.00,0.52,0.84,2.12,2.63,0.28,0.26,8.33,0.00,1.41,1.93,6.48,6.88,1.03,0.57,26.97,0.00,4.73,6.73,19.26,20.90,4.43,2.02,152.74,0.00,31.79,38.56,106.64,113.41,0
'[11:46:46.940 11/09/2023]',0.06,0.07,1.55,0.00,0.29,0.39,1.22,1.22,0.17,0.17,3.03,0.00,0.52,0.83,2.16,2.67,0.27,0.26,8.44,0.00,1.41,1.95,6.61,7.06,1.02,0.58,27.24,0.00,4.80,6.80,19.47,21.10,4.50,2.06,155.18,0.00,32.29,39.18,108.36,115.24,0
'[11:46:47.048 11/09/2023]',0.07,0.06,1.48,0.00,0.27,0.37,1.17,1.17,0.17,0.17,2.98,0.00,0.52,0.83,2.12,2.63,0.26,0.26,8.50,0.00,1.41,1.97,6.65,7.16,1.02,0.60,27.47,0.00,4.84,6.86,19.67,21.31,4.56,2.09,157.26,0.00,32.72,39.71,109.83,116.80,0
'[11:46:47.155 11/09/2023]',0.07,0.07,1.40,0.00,0.26,0.35,1.12,1.12,0.17,0.16,2.95,0.00,0.53,0.82,2.13,2.66,0.25,0.26,8.57,0.00,1.41,1.99,6.72,7.29,1.02,0.61,27.68,0.00,4.89,6.92,19.90,21.54,4.61,2.11,159.00,0.00,33.08,40.15,111.05,118.10,0
'[11:46:47.276 11/09/2023]',0.07,0.07,1.34,0.00,0.24,0.32,1.07,1.07,0.17,0.16,2.90,0.00,0.52,0.82,2.13,2.66,0.24,0.26,8.57,0.00,1.41,2.00,6.75,7.38,1.01,0.62,27.89,0.00,4.94,6.98,20.13,21.76,4.65,2.14,160.45,0.00,33.38,40.53,112.08,119.18,0
'[11:46:47.365 11/09/2023]',0.07,0.07,1.28,0.00,0.23,0.30,1.05,1.05,0.17,0.17,2.88,0.00,0.52,0.82,2.12,2.63,0.23,0.26,8.60,0.00,1.40,2.01,6.82,7.51,1.00,0.63,28.12,0.00,5.00,7.05,20.41,22.02,4.68,2.15,161.66,0.00,33.63,40.84,112.94,120.10,0
'[11:46:47.465 11/09/2023]',0.07,0.07,1.19,0.00,0.22,0.29,0.98,1.02,0.18,0.16,2.83,0.00,0.51,0.81,2.08,2.57,0.22,0.26,8.61,0.00,1.39,2.02,6.85,7.58,0.99,0.63,28.37,0.00,5.05,7.10,20.69,22.28,4.71,2.17,162.67,0.00,33.84,41.10,113.64,120.84,0
'[11:46:47.572 11/09/2023]',0.08,0.08,1.14,0.00,0.21,0.27,0.94,1.00,0.18,0.17,2.81,0.00,0.52,0.82,2.09,2.58,0.21,0.26,8.61,0.00,1.36,2.02,6.86,7.59,0.97,0.62,28.59,0.00,5.11,7.15,20.97,22.56,4.74,2.18,163.53,0.00,34.01,41.33,114.24,121.48,0
'[11:46:47.663 11/09/2023]',0.09,0.08,1.08,0.00,0.21,0.26,0.90,0.96,0.17,0.17,2.80,0.00,0.51,0.82,2.10,2.58,0.21,0.25,8.60,0.00,1.36,2.02,6.85,7.59,0.96,0.62,28.77,0.00,5.15,7.19,21.21,22.78,4.76,2.19,164.28,0.00,34.16,41.52,114.76,122.03,0
'[11:46:47.684 11/09/2023]',0.09,0.09,1.04,0.00,0.21,0.27,0.86,0.99,0.17,0.17,2.81,0.00,0.52,0.82,2.12,2.59,0.21,0.25,8.55,0.00,1.32,2.01,6.77,7.48,0.93,0.62,28.84,0.00,5.16,7.19,21.32,22.84,4.78,2.20,164.95,0.00,34.30,41.70,115.25,122.55,0
'[11:46:47.712 11/09/2023]',0.09,0.10,1.03,0.00,0.21,0.26,0.88,0.96,0.17,0.17,2.76,0.00,0.51,0.81,2.05,2.50,0.21,0.24,8.54,0.00,1.31,2.01,6.70,7.39,0.90,0.63,28.91,0.00,5.17,7.20,21.43,22.91,4.79,2.21,165.55,0.00,34.43,41.85,115.67,123.00,0
'[11:46:47.743 11/09/2023]',0.09,0.10,0.96,0.00,0.20,0.25,0.82,0.93,0.17,0.17,2.74,0.00,0.51,0.80,2.06,2.51,0.22,0.23,8.57,0.00,1.30,2.02,6.72,7.38,0.89,0.62,29.01,0.00,5.18,7.22,21.59,23.04,4.81,2.22,166.07,0.00,34.53,41.98,116.03,123.37,0
'[11:46:47.773 11/09/2023]',0.11,0.10,2.00,0.00,0.31,0.47,1.53,1.63,0.18,0.18,3.64,0.00,0.60,0.98,2.65,3.05,0.22,0.23,9.01,0.00,1.35,2.13,7.05,7.69,0.84,0.62,27.48,0.00,4.83,6.84,20.46,21.71,4.75,2.23,164.53,0.00,34.14,41.56,114.99,122.20,0
'[11:46:47.805 11/09/2023]',0.11,0.10,1.88,0.00,0.36,0.47,1.47,1.57,0.17,0.18,3.47,0.00,0.64,0.95,2.49,2.91,0.22,0.22,8.49,0.00,1.34,2.03,6.81,7.46,0.82,0.60,25.53,0.00,4.53,6.35,19.07,20.16,4.61,2.20,159.87,0.00,33.13,40.36,111.78,118.75,0
'[11:46:47.836 11/09/2023]',0.11,0.10,1.89,0.00,0.37,0.48,1.44,1.58,0.16,0.18,3.37,0.00,0.63,0.92,2.40,2.87,0.21,0.20,8.10,0.00,1.28,1.94,6.57,7.26,0.78,0.57,23.82,0.00,4.25,5.91,17.86,18.90,4.43,2.14,153.46,0.00,31.80,38.73,107.31,113.98,0
'[11:46:47.863 11/09/2023]',0.12,0.10,1.87,0.00,0.35,0.47,1.39,1.55,0.16,0.19,3.21,0.00,0.59,0.88,2.25,2.67,0.20,0.20,7.63,0.00,1.20,1.81,6.18,6.87,0.75,0.55,22.16,0.00,3.95,5.51,16.76,17.73,4.22,2.05,146.52,0.00,30.37,36.99,102.46,108.82,0
'[11:46:47.895 11/09/2023]',0.12,0.10,1.78,0.00,0.33,0.44,1.34,1.50,0.15,0.19,3.04,0.00,0.56,0.83,2.20,2.59,0.20,0.19,7.11,0.00,1.13,1.70,5.93,6.63,0.72,0.53,20.64,0.00,3.67,5.16,15.77,16.64,4.03,1.96,139.63,0.00,28.95,35.25,97.64,103.70,0
'[11:46:47.922 11/09/2023]',0.12,0.10,1.68,0.00,0.31,0.42,1.29,1.46,0.15,0.19,2.85,0.00,0.53,0.79,2.15,2.49,0.21,0.19,6.62,0.00,1.06,1.59,5.69,6.40,0.69,0.51,19.16,0.00,3.41,4.82,14.79,15.56,3.84,1.87,133.21,0.00,27.62,33.64,93.16,98.94,0
'[11:46:47.951 11/09/2023]',0.11,0.10,1.65,0.00,0.30,0.42,1.29,1.48,0.16,0.19,2.71,0.00,0.51,0.74,2.02,2.45,0.23,0.20,6.22,0.00,1.01,1.51,5.45,6.19,0.67,0.50,17.79,0.00,3.16,4.51,13.94,14.64,3.67,1.79,127.27,0.00,26.40,32.15,89.02,94.53,0
'[11:46:47.976 11/09/2023]',0.11,0.10,1.57,0.00,0.28,0.39,1.23,1.40,0.16,0.19,2.54,0.00,0.49,0.70,1.93,2.32,0.25,0.20,5.79,0.00,0.96,1.42,5.26,5.98,0.64,0.48,16.60,0.00,2.97,4.26,13.21,13.83,3.51,1.71,121.64,0.00,25.25,30.73,85.08,90.33,0
'[11:46:48.009 11/09/2023]',0.11,0.09,1.52,0.00,0.28,0.38,1.14,1.30,0.17,0.19,2.40,0.00,0.48,0.66,1.89,2.20,0.27,0.21,5.42,0.00,0.93,1.35,5.01,5.69,0.63,0.48,15.64,0.00,2.80,4.07,12.70,13.25,3.36,1.64,116.34,0.00,24.17,29.40,81.36,86.38,0
'[11:46:48.037 11/09/2023]',0.11,0.10,1.57,0.00,0.28,0.40,1.18,1.38,0.17,0.19,2.39,0.00,0.46,0.65,1.89,2.19,0.29,0.23,5.20,0.00,0.87,1.27,4.83,5.50,0.60,0.47,14.76,0.00,2.63,3.89,12.19,12.66,3.21,1.57,111.26,0.00,23.11,28.12,77.80,82.58,0
'[11:46:48.061 11/09/2023]',0.11,0.10,1.49,0.00,0.28,0.37,1.13,1.31,0.16,0.20,2.26,0.00,0.45,0.61,1.88,2.12,0.31,0.25,4.83,0.00,0.83,1.21,4.64,5.33,0.59,0.46,13.84,0.00,2.53,3.71,11.64,12.04,3.08,1.51,106.44,0.00,22.40,26.84,74.42,78.89,0
'[11:46:48.096 11/09/2023]',0.11,0.09,1.44,0.00,0.27,0.37,1.06,1.23,0.17,0.20,2.16,0.00,0.43,0.59,1.88,2.08,0.34,0.27,4.53,0.00,0.83,1.18,4.51,5.21,0.57,0.45,12.81,0.00,2.47,3.49,11.00,11.39,2.98,1.44,102.77,0.00,21.62,25.90,71.88,76.19,0
'[11:46:48.128 11/09/2023]',0.11,0.09,1.46,0.00,0.27,0.37,1.05,1.23,0.17,0.20,2.15,0.00,0.43,0.59,1.95,2.12,0.37,0.30,4.35,0.00,0.83,1.16,4.44,5.17,0.55,0.45,11.98,0.00,2.43,3.27,10.33,10.77,2.86,1.38,98.67,0.00,20.75,24.87,69.02,73.15,0
'[11:46:48.153 11/09/2023]',0.10,0.09,1.58,0.00,0.31,0.36,1.20,1.37,0.17,0.20,2.15,0.00,0.46,0.55,2.07,2.22,0.39,0.33,4.16,0.00,0.94,1.14,4.18,4.88,0.56,0.45,12.78,0.00,2.76,3.46,10.57,11.52,2.79,1.31,96.39,0.00,20.34,24.33,67.40,71.43,0
'[11:46:48.183 11/09/2023]',0.11,0.08,1.62,0.00,0.37,0.39,1.18,1.36,0.18,0.19,2.10,0.00,0.49,0.55,2.07,2.19,0.41,0.35,4.04,0.00,0.95,1.12,3.98,4.56,0.58,0.45,13.21,0.00,3.03,3.53,10.83,11.98,2.78,1.28,96.08,0.00,20.25,24.24,67.20,71.22,0
'[11:46:48.209 11/09/2023]',0.10,0.08,1.78,0.00,0.39,0.43,1.28,1.45,0.18,0.19,2.14,0.00,0.50,0.57,2.14,2.27,0.42,0.37,4.28,0.00,1.08,1.22,3.99,4.54,0.61,0.45,13.74,0.00,3.33,3.73,11.32,12.50,2.80,1.27,96.85,0.00,20.40,24.43,67.79,71.84,0
'[11:46:48.238 11/09/2023]',0.10,0.08,1.75,0.00,0.38,0.43,1.28,1.43,0.18,0.19,2.15,0.00,0.50,0.58,2.03,2.22,0.42,0.38,4.24,0.00,1.16,1.24,3.98,4.69,0.63,0.46,14.36,0.00,3.64,3.98,11.86,13.07,2.84,1.28,98.21,0.00,20.67,24.78,68.75,72.88,0
'[11:46:48.262 11/09/2023]',0.10,0.08,1.63,0.00,0.37,0.40,1.21,1.34,0.19,0.21,2.09,0.00,0.50,0.56,1.97,2.09,0.43,0.39,4.19,0.00,1.21,1.26,3.83,4.75,0.65,0.46,14.97,0.00,3.92,4.24,12.43,13.67,2.88,1.29,99.57,0.00,20.94,25.12,69.72,73.92,0
'[11:46:48.296 11/09/2023]',0.09,0.08,1.53,0.00,0.35,0.37,1.15,1.26,0.20,0.22,2.05,0.00,0.51,0.55,1.89,1.97,0.43,0.40,4.14,0.00,1.26,1.27,3.67,4.80,0.67,0.46,15.51,0.00,4.19,4.47,12.92,14.19,2.90,1.31,100.54,0.00,21.12,25.37,70.42,74.69,0
'[11:46:48.322 11/09/2023]',0.09,0.08,1.45,0.00,0.34,0.35,1.08,1.19,0.21,0.23,1.95,0.00,0.51,0.53,1.84,1.89,0.45,0.41,4.04,0.00,1.32,1.29,3.61,4.87,0.69,0.47,15.97,0.00,4.40,4.65,13.29,14.58,2.91,1.32,100.98,0.00,21.18,25.48,70.75,75.05,0
'[11:46:48.349 11/09/2023]',0.09,0.08,1.37,0.00,0.33,0.34,1.04,1.13,0.21,0.24,1.89,0.00,0.49,0.50,1.77,1.87,0.49,0.41,3.97,0.00,1.36,1.29,3.58,4.87,0.72,0.49,16.31,0.00,4.58,4.79,13.61,14.97,2.90,1.32,100.73,0.00,21.10,25.42,70.60,74.91,0
'[11:46:48.385 11/09/2023]',0.09,0.08,1.40,0.00,0.33,0.36,1.05,1.13,0.21,0.24,1.83,0.00,0.49,0.51,1.74,1.85,0.53,0.40,3.99,0.00,1.40,1.31,3.46,4.72,0.73,0.51,16.48,0.00,4.73,4.88,13.76,15.16,2.88,1.32,100.06,0.00,20.94,25.25,70.14,74.45,0
'[11:46:48.422 11/09/2023]',0.09,0.08,1.38,0.00,0.32,0.35,1.01,1.10,0.20,0.24,1.85,0.00,0.49,0.51,1.65,1.77,0.58,0.41,4.01,0.00,1.44,1.33,3.35,4.61,0.75,0.52,16.66,0.00,4.90,4.98,13.90,15.33,2.87,1.31,99.19,0.00,21.04,25.12,69.56,73.84,0
'[11:46:48.496 11/09/2023]',0.08,0.08,1.30,0.00,0.31,0.32,0.99,1.06,0.21,0.22,1.85,0.00,0.49,0.51,1.58,1.75,0.62,0.42,3.94,0.00,1.49,1.35,3.31,4.57,0.76,0.52,16.97,0.00,5.10,5.11,14.11,15.58,2.98,1.31,102.35,0.00,21.85,26.05,71.58,76.00,0
'[11:46:48.564 11/09/2023]',0.08,0.08,1.33,0.00,0.32,0.34,0.98,1.05,0.21,0.22,1.93,0.00,0.53,0.55,1.56,1.80,0.67,0.46,3.80,0.00,1.50,1.34,3.28,4.56,0.78,0.51,17.32,0.00,5.28,5.24,14.40,15.93,3.10,1.35,106.53,0.00,22.75,27.11,74.50,79.12,0
