'FFT Bands',Delta,Delta,Delta,Delta,Delta,Delta,Delta,Delta,Theta,Theta,Theta,Theta,Theta,Theta,Theta,Theta,Alpha,Alpha,Alpha,Alpha,Alpha,Alpha,Alpha,Alpha,Beta,Beta,Beta,Beta,Beta,Beta,Beta,Beta,Gamma,Gamma,Gamma,Gamma,Gamma,Gamma,Gamma,Gamma,'Event'
'[11:34:49.808 11/09/2023]',0.09,0.12,1.03,1.16,0.45,0.31,0.00,0.73,0.20,0.17,1.36,2.43,0.57,0.40,0.00,1.29,0.38,0.34,2.36,4.20,1.00,0.65,0.00,1.96,0.77,0.91,8.79,13.08,3.39,2.29,0.00,7.78,3.50,2.31,131.21,114.45,42.12,28.20,0.00,80.31,0
'[11:34:49.887 11/09/2023]',0.09,0.11,0.99,1.16,0.43,0.30,0.00,0.72,0.19,0.16,1.31,2.39,0.53,0.37,0.00,1.26,0.37,0.33,2.29,4.25,0.95,0.63,0.00,2.00,0.73,0.87,8.36,12.54,3.21,2.16,0.00,7.57,3.36,2.21,125.61,109.57,40.31,26.99,0.00,76.89,0
'[11:34:49.959 11/09/2023]',0.08,0.11,0.94,1.09,0.42,0.27,0.00,0.69,0.18,0.16,1.22,2.28,0.51,0.35,0.00,1.17,0.35,0.31,2.22,4.26,0.93,0.61,0.00,2.04,0.69,0.84,7.87,11.93,3.06,2.02,0.00,7.28,3.22,2.11,120.41,105.02,38.64,25.88,0.00,73.71,0
'[11:34:50.034 11/09/2023]',0.09,0.11,1.00,1.14,0.42,0.28,0.00,0.72,0.19,0.15,1.27,2.27,0.52,0.35,0.00,1.15,0.33,0.30,2.12,4.20,0.88,0.57,0.00,2.02,0.67,0.81,7.49,11.42,2.92,1.95,0.00,7.04,3.09,2.02,115.61,100.78,37.10,24.84,0.00,70.77,0
'[11:34:50.101 11/09/2023]',0.09,0.11,1.03,1.17,0.41,0.27,0.00,0.73,0.19,0.15,1.29,2.25,0.50,0.34,0.00,1.13,0.32,0.29,2.11,4.21,0.85,0.56,0.00,2.08,0.65,0.79,7.18,11.05,2.80,1.90,0.00,6.88,2.97,1.94,111.02,96.80,35.61,23.85,0.00,67.99,0
'[11:34:50.164 11/09/2023]',0.09,0.11,0.99,1.12,0.40,0.26,0.00,0.71,0.19,0.14,1.25,2.14,0.50,0.33,0.00,1.05,0.31,0.28,2.05,4.26,0.82,0.57,0.00,2.15,0.64,0.78,6.78,10.56,2.73,1.86,0.00,6.72,2.84,1.86,106.46,92.80,34.16,22.88,0.00,65.19,0
'[11:34:50.224 11/09/2023]',0.09,0.11,1.05,1.19,0.43,0.27,0.00,0.77,0.19,0.14,1.31,2.18,0.52,0.35,0.00,1.07,0.30,0.27,2.06,4.38,0.84,0.57,0.00,2.28,0.63,0.76,6.33,10.40,2.62,1.82,0.00,6.55,2.73,1.78,102.00,88.87,32.75,21.93,0.00,62.46,0
'[11:34:50.251 11/09/2023]',0.10,0.11,1.09,1.20,0.42,0.28,0.00,0.79,0.18,0.14,1.31,2.05,0.49,0.34,0.00,1.03,0.30,0.26,1.99,4.30,0.79,0.56,0.00,2.24,0.61,0.75,5.93,10.41,2.49,1.82,0.00,6.54,2.61,1.71,97.54,84.98,31.31,20.97,0.00,59.74,0
'[11:34:50.274 11/09/2023]',0.10,0.11,1.03,1.13,0.41,0.28,0.00,0.77,0.18,0.14,1.24,1.98,0.48,0.34,0.00,1.01,0.29,0.25,1.88,4.24,0.77,0.54,0.00,2.25,0.59,0.74,5.64,10.46,2.40,1.82,0.00,6.46,2.48,1.63,93.73,80.98,29.91,20.10,0.00,56.93,0
'[11:34:50.297 11/09/2023]',0.10,0.11,1.04,1.07,0.41,0.27,0.00,0.75,0.18,0.14,1.21,1.94,0.49,0.34,0.00,0.97,0.27,0.24,1.88,4.23,0.75,0.54,0.00,2.31,0.58,0.74,5.44,10.40,2.29,1.77,0.00,6.29,2.36,1.55,89.65,77.03,28.63,19.23,0.00,54.44,0
'[11:34:50.321 11/09/2023]',0.10,0.11,1.08,1.16,0.41,0.27,0.00,0.82,0.17,0.14,1.23,1.96,0.48,0.33,0.00,1.03,0.26,0.23,1.88,4.37,0.75,0.53,0.00,2.48,0.57,0.74,5.21,10.49,2.20,1.76,0.00,6.22,2.24,1.46,85.31,73.28,27.25,18.31,0.00,51.81,0
'[11:34:50.347 11/09/2023]',0.11,0.11,1.03,1.15,0.39,0.26,0.00,0.80,0.17,0.15,1.19,1.97,0.47,0.32,0.00,0.99,0.25,0.22,1.78,4.38,0.75,0.51,0.00,2.51,0.56,0.74,4.85,10.38,2.14,1.71,0.00,6.10,2.11,1.38,80.72,69.34,25.78,17.32,0.00,49.02,0
'[11:34:50.370 11/09/2023]',0.11,0.11,1.00,1.10,0.39,0.25,0.00,0.78,0.18,0.15,1.15,1.92,0.46,0.31,0.00,0.97,0.25,0.21,1.68,4.39,0.73,0.50,0.00,2.56,0.55,0.74,4.81,10.34,2.12,1.68,0.00,5.99,1.99,1.31,75.96,65.25,24.27,16.30,0.00,46.12,0
'[11:34:50.407 11/09/2023]',0.11,0.11,1.00,1.14,0.38,0.25,0.00,0.80,0.19,0.16,1.15,1.96,0.45,0.32,0.00,1.00,0.25,0.22,1.68,4.31,0.75,0.51,0.00,2.52,0.54,0.75,4.74,10.42,2.09,1.66,0.00,6.05,1.87,1.23,71.21,61.15,22.75,15.28,0.00,43.23,0
'[11:34:50.438 11/09/2023]',0.12,0.11,0.94,1.08,0.36,0.24,0.00,0.78,0.19,0.16,1.09,1.89,0.43,0.31,0.00,0.94,0.26,0.22,1.60,4.36,0.74,0.49,0.00,2.59,0.53,0.76,4.58,10.42,2.02,1.64,0.00,6.07,1.75,1.15,66.51,57.12,21.25,14.27,0.00,40.38,0
'[11:34:50.468 11/09/2023]',0.13,0.11,0.90,1.04,0.35,0.23,0.00,0.74,0.20,0.17,1.08,1.88,0.42,0.30,0.00,0.95,0.26,0.23,1.56,4.35,0.75,0.48,0.00,2.64,0.53,0.75,4.41,10.40,1.96,1.64,0.00,6.10,1.64,1.08,61.95,53.25,19.80,13.30,0.00,37.63,0
'[11:34:50.499 11/09/2023]',0.13,0.12,0.86,1.00,0.33,0.22,0.00,0.71,0.21,0.17,1.03,1.81,0.40,0.29,0.00,0.91,0.27,0.24,1.49,4.38,0.75,0.47,0.00,2.69,0.53,0.75,4.28,10.26,1.92,1.61,0.00,6.03,1.53,1.01,57.64,49.68,18.43,12.38,0.00,35.03,0
'[11:34:50.526 11/09/2023]',0.12,0.12,0.81,0.97,0.31,0.21,0.00,0.69,0.21,0.17,0.96,1.75,0.38,0.28,0.00,0.86,0.28,0.25,1.45,4.40,0.76,0.46,0.00,2.70,0.53,0.75,4.23,10.16,1.88,1.59,0.00,6.01,1.42,0.95,53.62,46.28,17.14,11.51,0.00,32.62,0
'[11:34:50.552 11/09/2023]',0.13,0.13,0.76,0.95,0.29,0.21,0.00,0.69,0.21,0.17,0.91,1.68,0.37,0.28,0.00,0.83,0.29,0.27,1.41,4.40,0.77,0.45,0.00,2.72,0.52,0.75,4.21,10.06,1.86,1.55,0.00,5.98,1.32,0.88,49.92,43.04,15.96,10.72,0.00,30.41,0
'[11:34:50.583 11/09/2023]',0.13,0.12,0.73,0.93,0.29,0.21,0.00,0.65,0.20,0.18,0.86,1.59,0.37,0.28,0.00,0.83,0.31,0.29,1.38,4.34,0.78,0.45,0.00,2.69,0.52,0.75,4.13,9.85,1.81,1.50,0.00,5.87,1.23,0.82,46.54,40.03,14.88,9.99,0.00,28.36,0
'[11:34:50.610 11/09/2023]',0.13,0.13,0.69,0.89,0.27,0.21,0.00,0.63,0.19,0.18,0.82,1.55,0.35,0.27,0.00,0.81,0.33,0.31,1.38,4.22,0.80,0.47,0.00,2.61,0.51,0.74,4.04,9.55,1.77,1.44,0.00,5.72,1.14,0.76,43.42,37.36,13.89,9.33,0.00,26.49,0
'[11:34:50.637 11/09/2023]',0.14,0.14,0.64,0.87,0.26,0.20,0.00,0.60,0.18,0.18,0.78,1.47,0.33,0.26,0.00,0.78,0.35,0.34,1.37,4.13,0.82,0.48,0.00,2.56,0.50,0.72,3.95,9.24,1.74,1.43,0.00,5.54,1.06,0.71,40.52,34.89,12.97,8.71,0.00,24.74,0
'[11:34:50.664 11/09/2023]',0.15,0.15,0.61,0.84,0.25,0.19,0.00,0.59,0.17,0.17,0.75,1.43,0.32,0.24,0.00,0.76,0.37,0.36,1.35,4.07,0.83,0.49,0.00,2.57,0.48,0.71,3.89,8.91,1.73,1.43,0.00,5.37,0.99,0.66,37.82,32.58,12.10,8.13,0.00,23.11,0
'[11:34:50.690 11/09/2023]',0.15,0.16,0.58,0.83,0.24,0.19,0.00,0.58,0.16,0.17,0.74,1.43,0.30,0.23,0.00,0.74,0.39,0.39,1.33,4.06,0.84,0.49,0.00,2.66,0.49,0.68,3.80,8.57,1.70,1.41,0.00,5.34,0.92,0.61,35.30,30.44,11.30,7.59,0.00,21.61,0
'[11:34:50.716 11/09/2023]',0.15,0.16,0.55,0.80,0.24,0.18,0.00,0.56,0.15,0.17,0.71,1.38,0.29,0.23,0.00,0.71,0.40,0.41,1.29,4.03,0.84,0.49,0.00,2.71,0.50,0.65,3.72,8.21,1.67,1.39,0.00,5.44,0.85,0.57,32.91,28.40,10.53,7.08,0.00,20.17,0
'[11:34:50.747 11/09/2023]',0.16,0.17,0.52,0.78,0.23,0.18,0.00,0.54,0.15,0.17,0.68,1.31,0.28,0.23,0.00,0.68,0.42,0.43,1.25,3.97,0.85,0.49,0.00,2.77,0.50,0.62,3.60,8.24,1.63,1.39,0.00,5.43,0.79,0.53,30.66,26.46,9.81,6.59,0.00,18.80,0
'[11:34:50.782 11/09/2023]',0.16,0.17,0.50,0.76,0.23,0.18,0.00,0.51,0.14,0.17,0.66,1.29,0.27,0.23,0.00,0.64,0.43,0.44,1.21,4.02,0.85,0.49,0.00,2.85,0.51,0.59,3.52,8.23,1.59,1.38,0.00,5.42,0.74,0.50,28.56,24.66,9.14,6.14,0.00,17.53,0
'[11:34:50.814 11/09/2023]',0.16,0.18,0.47,0.71,0.22,0.17,0.00,0.48,0.13,0.17,0.63,1.26,0.25,0.22,0.00,0.65,0.44,0.45,1.19,4.10,0.86,0.50,0.00,2.95,0.52,0.56,3.48,8.16,1.55,1.37,0.00,5.41,0.68,0.47,26.55,22.91,8.49,5.71,0.00,16.29,0
'[11:34:50.843 11/09/2023]',0.17,0.18,0.47,0.71,0.23,0.19,0.00,0.47,0.13,0.16,0.63,1.26,0.26,0.23,0.00,0.67,0.46,0.46,1.15,4.03,0.86,0.48,0.00,2.95,0.51,0.52,3.48,8.01,1.48,1.37,0.00,5.51,0.64,0.43,24.66,21.30,7.89,5.30,0.00,15.15,0
'[11:34:50.873 11/09/2023]',0.18,0.19,0.44,0.68,0.23,0.19,0.00,0.44,0.13,0.16,0.62,1.29,0.25,0.23,0.00,0.68,0.48,0.47,1.10,3.91,0.85,0.47,0.00,2.96,0.50,0.50,3.51,7.82,1.42,1.38,0.00,5.66,0.60,0.41,22.90,19.85,7.32,4.93,0.00,14.07,0
'[11:34:50.909 11/09/2023]',0.19,0.20,0.43,0.63,0.22,0.19,0.00,0.43,0.13,0.16,0.61,1.29,0.25,0.24,0.00,0.67,0.49,0.49,1.03,3.77,0.84,0.47,0.00,2.93,0.50,0.49,3.52,7.72,1.36,1.39,0.00,5.80,0.56,0.38,21.24,18.51,6.79,4.58,0.00,13.13,0
'[11:34:50.935 11/09/2023]',0.18,0.21,0.40,0.63,0.21,0.19,0.00,0.42,0.14,0.16,0.61,1.34,0.26,0.25,0.00,0.69,0.50,0.49,1.01,3.69,0.84,0.46,0.00,2.95,0.51,0.47,3.46,7.65,1.37,1.39,0.00,5.88,0.52,0.36,19.68,17.26,6.30,4.27,0.00,12.26,0
'[11:34:50.974 11/09/2023]',0.18,0.22,0.38,0.64,0.21,0.19,0.00,0.41,0.16,0.16,0.63,1.40,0.27,0.27,0.00,0.69,0.51,0.50,1.00,3.60,0.85,0.45,0.00,2.96,0.51,0.46,3.40,7.77,1.38,1.41,0.00,6.00,0.49,0.33,18.23,16.10,5.87,3.98,0.00,11.46,0
'[11:34:51.003 11/09/2023]',0.17,0.22,0.36,0.60,0.20,0.19,0.00,0.39,0.17,0.16,0.64,1.46,0.27,0.28,0.00,0.68,0.52,0.50,1.00,3.59,0.86,0.45,0.00,2.96,0.52,0.44,3.36,8.19,1.38,1.43,0.00,6.13,0.46,0.32,16.96,14.99,5.46,3.71,0.00,10.69,0
'[11:34:51.036 11/09/2023]',0.17,0.22,0.34,0.62,0.19,0.19,0.00,0.39,0.19,0.16,0.63,1.47,0.27,0.29,0.00,0.71,0.53,0.50,1.00,3.70,0.87,0.45,0.00,2.93,0.52,0.43,3.30,8.49,1.38,1.47,0.00,6.23,0.43,0.32,15.78,13.97,5.08,3.46,0.00,9.97,0
'[11:34:51.063 11/09/2023]',0.18,0.22,0.33,0.60,0.19,0.18,0.00,0.38,0.20,0.17,0.65,1.54,0.28,0.30,0.00,0.72,0.52,0.50,0.98,3.71,0.86,0.45,0.00,2.86,0.54,0.42,3.26,8.69,1.38,1.50,0.00,6.29,0.40,0.32,14.69,13.02,4.74,3.22,0.00,9.30,0
'[11:34:51.095 11/09/2023]',0.18,0.23,0.31,0.59,0.18,0.18,0.00,0.38,0.22,0.17,0.64,1.55,0.29,0.31,0.00,0.72,0.51,0.50,1.00,3.78,0.86,0.47,0.00,2.84,0.56,0.43,3.26,8.92,1.40,1.53,0.00,6.38,0.37,0.32,13.69,12.17,4.42,3.01,0.00,8.71,0
'[11:34:51.125 11/09/2023]',0.18,0.23,0.30,0.61,0.17,0.18,0.00,0.39,0.23,0.18,0.66,1.60,0.30,0.31,0.00,0.74,0.53,0.49,1.00,3.79,0.86,0.48,0.00,2.79,0.57,0.44,3.26,9.19,1.44,1.56,0.00,6.54,0.35,0.33,12.75,11.35,4.12,2.81,0.00,8.14,0
'[11:34:51.172 11/09/2023]',0.18,0.22,0.29,0.61,0.17,0.18,0.00,0.38,0.24,0.18,0.65,1.64,0.29,0.31,0.00,0.74,0.56,0.49,1.00,3.80,0.85,0.48,0.00,2.74,0.59,0.45,3.29,9.42,1.47,1.59,0.00,6.69,0.33,0.33,11.88,10.58,3.84,2.62,0.00,7.62,0
'[11:34:51.260 11/09/2023]',0.19,0.22,0.27,0.63,0.17,0.18,0.00,0.38,0.24,0.19,0.65,1.66,0.29,0.32,0.00,0.73,0.58,0.48,0.98,3.75,0.84,0.49,0.00,2.65,0.59,0.47,3.33,9.57,1.51,1.61,0.00,6.76,0.33,0.33,11.08,9.89,3.58,2.45,0.00,7.14,0
'[11:34:51.345 11/09/2023]',0.20,0.22,0.26,0.62,0.16,0.18,0.00,0.37,0.25,0.20,0.65,1.68,0.28,0.32,0.00,0.70,0.60,0.50,1.00,3.69,0.84,0.51,0.00,2.58,0.58,0.49,3.37,9.79,1.55,1.64,0.00,6.87,0.33,0.33,10.33,9.25,3.35,2.28,0.00,6.68,0
'[11:34:51.417 11/09/2023]',0.20,0.21,0.25,0.60,0.17,0.19,0.00,0.37,0.25,0.21,0.65,1.68,0.29,0.33,0.00,0.68,0.61,0.50,1.00,3.59,0.82,0.51,0.00,2.47,0.58,0.50,3.40,10.07,1.59,1.66,0.00,7.04,0.33,0.32,9.62,8.61,3.11,2.12,0.00,6.22,0
'[11:34:51.500 11/09/2023]',0.21,0.21,0.25,0.59,0.16,0.18,0.00,0.40,0.26,0.22,0.67,1.73,0.28,0.33,0.00,0.73,0.62,0.50,1.03,3.62,0.82,0.54,0.00,2.48,0.57,0.50,3.47,10.34,1.64,1.69,0.00,7.21,0.33,0.32,8.97,8.05,2.91,1.98,0.00,5.82,0
'[11:34:51.582 11/09/2023]',0.21,0.20,0.24,0.59,0.16,0.17,0.00,0.39,0.27,0.23,0.66,1.69,0.28,0.33,0.00,0.71,0.63,0.50,1.07,3.59,0.82,0.56,0.00,2.48,0.56,0.50,3.57,10.56,1.67,1.74,0.00,7.35,0.33,0.32,8.37,7.53,2.72,1.84,0.00,5.44,0
'[11:34:51.653 11/09/2023]',0.22,0.20,0.24,0.61,0.15,0.17,0.00,0.40,0.28,0.24,0.66,1.73,0.28,0.32,0.00,0.71,0.64,0.49,1.09,3.60,0.81,0.59,0.00,2.47,0.55,0.50,3.69,10.71,1.68,1.78,0.00,7.44,0.32,0.31,7.81,7.04,2.55,1.73,0.00,5.09,0
'[11:34:51.727 11/09/2023]',0.22,0.19,0.23,0.62,0.14,0.17,0.00,0.37,0.29,0.25,0.64,1.72,0.28,0.31,0.00,0.67,0.64,0.49,1.13,3.63,0.80,0.61,0.00,2.50,0.53,0.50,3.82,10.81,1.71,1.81,0.00,7.50,0.33,0.30,7.32,6.62,2.40,1.62,0.00,4.80,0
'[11:34:51.799 11/09/2023]',0.22,0.18,0.24,0.61,0.14,0.18,0.00,0.37,0.30,0.25,0.64,1.74,0.28,0.31,0.00,0.70,0.65,0.48,1.17,3.59,0.79,0.61,0.00,2.52,0.53,0.50,3.91,10.85,1.72,1.84,0.00,7.53,0.33,0.29,6.85,6.20,2.26,1.52,0.00,4.51,0
'[11:34:51.878 11/09/2023]',0.23,0.17,0.24,0.66,0.14,0.18,0.00,0.39,0.31,0.25,0.64,1.80,0.27,0.32,0.00,0.74,0.64,0.46,1.20,3.50,0.78,0.60,0.00,2.56,0.54,0.52,4.00,10.84,1.73,1.87,0.00,7.54,0.32,0.29,6.43,5.82,2.13,1.43,0.00,4.31,0
'[11:34:51.958 11/09/2023]',0.24,0.17,0.23,0.73,0.14,0.17,0.00,0.41,0.31,0.25,0.62,1.83,0.26,0.33,0.00,0.76,0.63,0.44,1.23,3.32,0.78,0.58,0.00,2.62,0.55,0.52,4.14,10.89,1.75,1.92,0.00,7.59,0.33,0.29,6.03,5.48,2.01,1.34,0.00,4.36,0
'[11:34:52.039 11/09/2023]',0.24,0.16,0.24,0.71,0.13,0.17,0.00,0.42,0.30,0.26,0.60,1.71,0.25,0.33,0.00,0.78,0.62,0.42,1.25,3.28,0.78,0.58,0.00,2.66,0.56,0.52,4.27,11.01,1.78,1.95,0.00,7.69,0.34,0.30,5.66,5.13,1.89,1.26,0.00,4.44,0
'[11:34:52.111 11/09/2023]',0.24,0.16,0.24,0.75,0.13,0.16,0.00,0.42,0.30,0.27,0.57,1.71,0.24,0.34,0.00,0.74,0.62,0.42,1.25,3.34,0.76,0.58,0.00,2.65,0.57,0.51,4.41,11.23,1.82,1.98,0.00,7.89,0.34,0.30,5.32,4.84,1.79,1.19,0.00,4.51,0
'[11:34:52.196 11/09/2023]',0.24,0.15,0.23,0.75,0.12,0.16,0.00,0.41,0.29,0.28,0.55,1.73,0.23,0.34,0.00,0.73,0.61,0.42,1.22,3.41,0.74,0.58,0.00,2.61,0.59,0.51,4.54,11.45,1.85,1.99,0.00,8.16,0.34,0.31,4.99,4.68,1.69,1.11,0.00,4.55,0
'[11:34:52.265 11/09/2023]',0.24,0.15,0.22,0.75,0.12,0.15,0.00,0.39,0.30,0.29,0.53,1.77,0.23,0.35,0.00,0.73,0.61,0.43,1.20,3.49,0.72,0.59,0.00,2.57,0.60,0.50,4.67,11.60,1.87,2.01,0.00,8.41,0.35,0.31,4.68,4.71,1.59,1.05,0.00,4.62,0
'[11:34:52.291 11/09/2023]',0.25,0.14,0.34,0.82,0.13,0.35,0.00,1.04,0.30,0.30,0.80,1.97,0.28,0.71,0.00,2.07,0.60,0.43,1.58,3.75,0.74,1.22,0.00,4.35,0.59,0.49,4.91,11.92,1.83,2.93,0.00,11.34,0.36,0.32,4.56,5.12,1.51,1.62,0.00,6.71,0
'[11:34:52.322 11/09/2023]',0.25,0.15,0.42,0.87,0.13,0.46,0.00,1.51,0.29,0.32,1.02,2.15,0.31,1.06,0.00,3.25,0.60,0.44,1.91,4.16,0.77,1.87,0.00,6.24,0.59,0.52,5.14,12.26,1.79,3.73,0.00,13.87,0.38,0.37,4.60,5.62,1.48,2.29,0.00,8.63,0
'[11:34:52.348 11/09/2023]',0.26,0.15,0.50,0.93,0.15,0.60,0.00,2.13,0.28,0.35,1.20,2.31,0.34,1.42,0.00,4.36,0.60,0.46,2.23,4.55,0.80,2.48,0.00,7.76,0.62,0.55,5.34,12.57,1.81,4.62,0.00,16.45,0.40,0.41,4.75,6.02,1.47,2.93,0.00,10.73,0
'[11:34:52.375 11/09/2023]',0.27,0.16,0.59,0.95,0.15,0.73,0.00,2.66,0.27,0.36,1.37,2.51,0.37,1.75,0.00,5.41,0.60,0.48,2.51,4.86,0.81,3.04,0.00,9.18,0.66,0.59,5.51,12.73,1.83,5.58,0.00,19.20,0.41,0.44,4.93,6.38,1.49,3.54,0.00,12.65,0
'[11:34:52.403 11/09/2023]',0.27,0.16,0.67,1.13,0.16,0.84,0.00,3.25,0.27,0.38,1.50,2.55,0.39,2.07,0.00,6.43,0.60,0.49,2.82,5.09,0.84,3.54,0.00,10.37,0.69,0.64,5.69,12.79,1.86,6.45,0.00,21.61,0.43,0.49,5.16,6.68,1.51,4.08,0.00,14.29,0
'[11:34:52.436 11/09/2023]',0.27,0.16,0.78,1.22,0.17,0.94,0.00,3.79,0.25,0.39,1.55,2.62,0.40,2.37,0.00,7.26,0.59,0.50,3.10,5.40,0.85,4.02,0.00,11.47,0.73,0.68,5.85,12.76,1.88,7.25,0.00,23.74,0.45,0.54,5.47,7.03,1.52,4.58,0.00,15.85,0
'[11:34:52.463 11/09/2023]',0.27,0.17,0.88,1.33,0.18,1.03,0.00,4.20,0.24,0.40,1.64,2.67,0.42,2.63,0.00,7.97,0.59,0.52,3.40,5.78,0.87,4.46,0.00,12.56,0.76,0.72,5.93,12.60,1.91,7.99,0.00,25.62,0.47,0.58,5.73,7.35,1.54,5.04,0.00,17.18,0
'[11:34:52.495 11/09/2023]',0.27,0.18,0.93,1.40,0.19,1.13,0.00,4.69,0.23,0.41,1.68,2.71,0.43,2.89,0.00,8.75,0.60,0.52,3.65,6.10,0.87,4.88,0.00,13.72,0.78,0.76,6.01,12.42,1.93,8.67,0.00,27.33,0.50,0.62,5.95,7.61,1.56,5.45,0.00,18.38,0
'[11:34:52.523 11/09/2023]',0.27,0.19,0.99,1.49,0.19,1.21,0.00,5.09,0.22,0.41,1.76,2.77,0.44,3.11,0.00,9.40,0.60,0.52,3.89,6.38,0.88,5.25,0.00,14.76,0.79,0.80,6.09,12.25,1.94,9.27,0.00,28.82,0.53,0.66,6.12,7.81,1.60,5.84,0.00,19.46,0
'[11:34:52.556 11/09/2023]',0.27,0.20,1.05,1.53,0.20,1.28,0.00,5.46,0.22,0.41,1.85,2.81,0.46,3.33,0.00,9.98,0.60,0.52,4.10,6.57,0.89,5.61,0.00,15.71,0.81,0.83,6.15,12.08,1.94,9.82,0.00,30.20,0.55,0.69,6.28,7.99,1.64,6.20,0.00,20.48,0
'[11:34:52.583 11/09/2023]',0.27,0.21,1.11,1.57,0.21,1.35,0.00,5.80,0.21,0.41,1.96,2.80,0.48,3.53,0.00,10.53,0.58,0.52,4.34,6.76,0.90,5.93,0.00,16.58,0.81,0.87,6.33,11.94,1.93,10.34,0.00,31.55,0.57,0.73,6.46,8.08,1.70,6.53,0.00,21.41,0
'[11:34:52.611 11/09/2023]',0.26,0.22,1.15,1.59,0.22,1.42,0.00,6.16,0.21,0.41,2.06,2.75,0.50,3.71,0.00,10.99,0.56,0.52,4.56,6.90,0.90,6.24,0.00,17.36,0.80,0.89,6.52,11.75,1.92,10.81,0.00,32.81,0.60,0.76,6.81,8.19,1.77,6.82,0.00,22.28,0
'[11:34:52.645 11/09/2023]',0.25,0.23,1.18,1.59,0.22,1.49,0.00,6.45,0.21,0.40,2.16,2.86,0.52,3.88,0.00,11.45,0.53,0.51,4.78,7.05,0.91,6.51,0.00,18.06,0.80,0.92,6.68,11.59,1.90,11.23,0.00,33.95,0.63,0.79,7.19,8.27,1.85,7.11,0.00,23.10,0
'[11:34:52.679 11/09/2023]',0.25,0.23,1.22,1.61,0.23,1.54,0.00,6.72,0.22,0.40,2.23,3.00,0.53,4.03,0.00,11.85,0.53,0.50,4.97,7.26,0.92,6.77,0.00,18.75,0.79,0.94,6.81,11.44,1.86,11.60,0.00,34.94,0.66,0.82,7.57,8.26,1.93,7.35,0.00,23.80,0
'[11:34:52.709 11/09/2023]',0.24,0.24,1.28,1.64,0.25,1.59,0.00,6.99,0.22,0.39,2.30,3.14,0.54,4.17,0.00,12.23,0.52,0.50,5.16,7.47,0.94,7.01,0.00,19.38,0.79,0.95,6.94,11.26,1.82,11.95,0.00,35.86,0.68,0.85,7.95,8.10,2.01,7.56,0.00,24.67,0
'[11:34:52.740 11/09/2023]',0.23,0.24,1.28,1.72,0.25,1.65,0.00,7.26,0.22,0.39,2.41,3.20,0.55,4.32,0.00,12.66,0.50,0.51,5.30,7.63,0.93,7.25,0.00,19.87,0.80,0.96,7.10,11.13,1.79,12.27,0.00,36.69,0.72,0.87,8.28,7.93,2.08,7.75,0.00,25.52,0
'[11:34:52.773 11/09/2023]',0.22,0.25,1.32,1.78,0.25,1.70,0.00,7.47,0.21,0.39,2.47,3.25,0.56,4.45,0.00,12.98,0.49,0.51,5.40,7.75,0.93,7.48,0.00,20.36,0.80,0.98,7.37,11.46,1.75,12.56,0.00,37.41,0.74,0.87,8.60,7.74,2.15,7.96,0.00,26.26,0
'[11:34:52.800 11/09/2023]',0.22,0.25,1.36,1.91,0.26,1.74,0.00,7.62,0.21,0.39,2.55,3.22,0.58,4.57,0.00,13.33,0.48,0.52,5.52,7.95,0.94,7.69,0.00,20.84,0.81,1.00,7.56,11.78,1.72,12.83,0.00,38.03,0.77,0.88,8.87,7.74,2.21,8.18,0.00,27.02,0
'[11:34:52.836 11/09/2023]',0.21,0.25,1.38,1.90,0.26,1.78,0.00,7.82,0.21,0.40,2.59,3.31,0.59,4.68,0.00,13.59,0.46,0.53,5.61,8.06,0.94,7.89,0.00,21.28,0.82,1.03,7.73,11.97,1.77,13.07,0.00,38.55,0.78,0.87,9.11,7.96,2.25,8.39,0.00,27.76,0
'[11:34:52.865 11/09/2023]',0.20,0.25,1.40,1.99,0.27,1.82,0.00,7.98,0.21,0.41,2.63,3.46,0.60,4.77,0.00,13.80,0.45,0.53,5.68,8.13,0.94,8.07,0.00,21.82,0.82,1.06,7.87,12.11,1.79,13.30,0.00,39.40,0.80,0.87,9.33,8.14,2.30,8.59,0.00,28.43,0
'[11:34:52.899 11/09/2023]',0.21,0.25,1.43,2.01,0.27,1.85,0.00,8.12,0.21,0.41,2.69,3.55,0.61,4.87,0.00,14.06,0.46,0.54,5.72,8.10,0.93,8.26,0.00,22.37,0.85,1.09,8.00,12.24,1.82,13.50,0.00,40.26,0.80,0.87,9.53,8.27,2.35,8.77,0.00,29.05,0
'[11:34:52.925 11/09/2023]',0.20,0.25,1.45,2.03,0.28,1.88,0.00,8.28,0.21,0.41,2.73,3.58,0.61,4.95,0.00,14.33,0.47,0.55,5.75,7.98,0.93,8.43,0.00,22.89,0.89,1.13,8.09,12.54,1.83,13.70,0.00,41.00,0.82,0.88,9.71,8.42,2.38,8.95,0.00,29.65,0
'[11:34:52.955 11/09/2023]',0.20,0.25,1.48,2.10,0.29,1.90,0.00,8.41,0.21,0.41,2.74,3.65,0.61,5.03,0.00,14.58,0.48,0.55,5.77,7.88,0.91,8.59,0.00,23.39,0.94,1.15,8.14,12.97,1.83,13.90,0.00,41.71,0.83,0.87,9.86,8.46,2.41,9.12,0.00,30.31,0
